Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,ChargeDifference,ServiceCount,TenureGroup,ChargeGroup,ContractRisk,ElectronicPayment,HasTechSupport,HasOnlineSecurity
Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,78.85,1406.43,No,78.135,0.7149999999999892,3,Developing,High,2,0,0,1
Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.59,190.73,No,38.146,-7.556000000000001,1,New,Low,1,0,0,0
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.84,3295.88,No,91.55222222222223,4.287777777777777,5,Established,High,2,0,0,1
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,79.36,4240.91,No,78.53537037037037,0.8246296296296265,3,Loyal,High,2,0,0,0
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.51,878.41,Yes,87.841,-1.3309999999999889,3,New,High,2,0,0,1
Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,91.99,6510.13,No,91.69197183098592,0.29802816901407425,4,Loyal,High,1,0,1,0
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.02,1770.66,No,36.13591836734694,-2.1159183673469357,1,Loyal,Low,2,0,0,0
Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.11,5408.35,No,79.53455882352942,-0.42455882352942353,4,Loyal,High,2,0,1,0
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,91.06,3145.22,Yes,92.50647058823529,-1.446470588235286,5,Established,High,2,0,1,0
Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.46,228.52,No,25.391111111111112,-1.931111111111111,0,New,Low,1,0,0,0
Female,1,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,81.68,1063.43,Yes,81.80230769230769,-0.12230769230768601,4,Developing,High,0,0,1,1
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,74.93,2846.28,No,76.9264864864865,-1.9964864864864893,2,Established,High,2,0,0,0
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card,72.47,3259.31,No,75.79790697674419,-3.3279069767441882,2,Established,High,1,0,0,0
Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,52.19,2598.98,No,49.037358490566035,3.1526415094339626,2,Loyal,Medium,1,0,0,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,75.23,4282.66,No,73.83896551724138,1.3910344827586272,2,Loyal,High,2,0,0,0
Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.56,1685.59,No,30.647090909090906,-0.08709090909090733,2,Loyal,Low,2,0,0,0
Female,1,No,No,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,71.54,3184.12,No,74.0493023255814,-2.5093023255813875,4,Established,High,0,0,0,1
Male,1,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.22,183.5,No,91.75,-31.53,3,New,Medium,2,1,0,0
Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,60.14,2280.29,Yes,58.46897435897436,1.6710256410256434,3,Established,Medium,2,1,1,0
Male,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,92.41,5420.99,No,91.88118644067796,0.5288135593220318,5,Loyal,High,0,1,1,1
Female,0,Yes,No,62,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,61.05,3845.39,No,62.02241935483871,-0.9724193548387134,3,Loyal,Medium,0,0,0,0
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.85,5188.99,No,85.06540983606557,0.7845901639344248,3,Loyal,High,1,1,0,0
Male,1,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,43.36,66.07,No,66.07,-22.709999999999994,2,New,Medium,0,0,1,0
Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.46,2200.33,No,68.7603125,1.699687499999996,4,Established,High,2,1,0,1
Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,64.8,2955.11,No,65.6691111111111,-0.8691111111111098,3,Established,Medium,1,1,0,0
Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.98,1274.58,No,70.81,-2.8299999999999983,5,Developing,Medium,2,0,1,0
Male,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,324.69,No,10.823,7.177,0,Established,Low,0,0,0,0
Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.46,331.59,No,41.44875,-17.988749999999996,1,New,Low,2,0,0,0
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,79.6,1267.01,Yes,90.50071428571428,-10.900714285714287,3,Developing,High,2,0,0,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.02,18.0,Yes,18.0,11.02,1,New,Low,2,1,0,0
Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,51.2,3616.93,No,50.94267605633802,0.2573239436619801,2,Loyal,Medium,1,0,0,0
Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.4,1444.27,No,23.294677419354837,2.1053225806451614,1,Loyal,Low,2,1,0,0
Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,89.35,2510.04,No,83.66799999999999,5.682000000000002,4,Established,High,1,1,1,0
Female,1,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,103.41,168.27,Yes,168.27,-64.86000000000001,7,New,Very High,2,1,1,1
Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.69,2537.22,No,101.4888,-5.7988,5,Established,High,2,1,0,1
Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,76.67,2451.6,No,76.6125,0.05750000000000455,2,Established,High,1,0,0,0
Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,78.66,1147.56,No,88.27384615384615,-9.613846153846154,5,Developing,High,2,0,0,0
Female,0,No,Yes,48,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,66.87,3156.8,No,65.76666666666667,1.1033333333333388,3,Established,Medium,1,1,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,91.86,6497.95,No,90.24930555555555,1.610694444444448,4,Loyal,High,0,0,0,0
Male,0,No,Yes,61,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer,72.64,4399.88,No,72.12918032786885,0.5108196721311486,2,Loyal,High,1,0,1,0
Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.65,1651.65,No,26.63951612903226,1.0104838709677395,1,Loyal,Low,2,1,0,0
Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,81.15,4903.33,No,81.72216666666667,-0.5721666666666607,6,Loyal,High,2,0,0,1
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,78.4,557.39,No,92.89833333333333,-14.49833333333332,2,New,High,0,1,0,0
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card,81.29,3159.26,No,78.98150000000001,2.308499999999995,4,Established,High,1,0,0,0
Female,0,No,No,41,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,55.14,2152.41,No,52.497804878048775,2.642195121951225,2,Established,Medium,1,0,0,0
Male,0,No,Yes,8,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.36,561.2,No,70.15,-8.790000000000006,4,New,Medium,2,1,0,1
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,83.02,885.21,Yes,80.47363636363637,2.5463636363636226,3,New,High,1,1,0,0
Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.91,4117.63,No,100.43,-1.5200000000000102,6,Established,High,2,1,1,0
Female,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,41.32,2082.8,No,40.05384615384616,1.2661538461538413,1,Loyal,Medium,1,0,0,0
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,59.24,895.23,No,55.951875,3.288125000000001,5,Developing,Medium,0,0,1,1
Male,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,63.56,2306.62,No,65.90342857142856,-2.3434285714285608,5,Established,Medium,0,0,0,1
Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,178.51,No,29.751666666666665,-10.951666666666664,0,New,Low,2,1,0,0
Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.37,386.34,No,48.2925,-13.9225,2,New,Low,0,1,0,0
Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.65,2404.56,No,57.25142857142857,0.39857142857142946,3,Established,Medium,2,1,0,0
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.97,4079.34,No,99.49609756097561,-2.5260975609756144,5,Established,High,2,0,0,0
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,24.63,1390.28,No,25.27781818181818,-0.647818181818181,1,Loyal,Low,1,0,0,0
Female,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,62.32,4145.53,No,62.8110606060606,-0.4910606060606,5,Loyal,Medium,2,0,1,1
Male,1,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,61.87,797.87,Yes,56.99071428571428,4.8792857142857144,3,Developing,Medium,2,0,0,0
Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.16,1931.85,No,77.274,-2.1140000000000043,6,Established,High,1,1,1,1
Male,1,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,69.11,4264.48,No,68.78193548387097,0.3280645161290323,5,Loyal,Medium,1,0,0,0
Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.4,274.47,No,68.6175,-37.21750000000001,1,New,Low,1,0,0,0
Male,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.9,1853.87,No,30.89783333333333,0.0021666666666675383,2,Loyal,Low,2,1,0,0
Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,89.83,6183.73,No,89.61927536231883,0.21072463768116734,4,Loyal,High,1,0,0,0
Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,77.88,725.26,Yes,90.6575,-12.777500000000003,6,New,High,2,0,0,1
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.39,286.02,No,26.00181818181818,-0.6118181818181796,1,New,Low,2,0,0,0
Female,0,Yes,No,50,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.91,2877.36,No,57.547200000000004,1.362799999999993,3,Loyal,Medium,2,0,1,0
Male,1,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.74,1478.38,No,42.239428571428576,3.5005714285714262,2,Established,Medium,1,1,0,0
Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card,57.83,4092.16,No,56.83555555555555,0.9944444444444471,3,Loyal,Medium,2,0,0,0
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.84,1247.5,No,31.1875,3.6525000000000034,2,Established,Low,2,0,0,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,87.52,4193.45,No,87.36354166666666,0.15645833333333314,5,Established,High,0,0,1,0
Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,82.48,1553.39,No,86.29944444444445,-3.819444444444443,3,Developing,High,0,1,0,1
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,86.45,2029.29,No,84.55375,1.896250000000009,3,Developing,High,1,0,0,0
Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,66.7,1069.67,No,82.2823076923077,-15.582307692307694,4,Developing,Medium,1,0,0,0
Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,70.28,659.69,No,59.971818181818186,10.308181818181815,1,New,High,0,0,0,0
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.83,283.87,No,31.54111111111111,-4.711111111111112,1,New,Low,1,0,0,0
Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.58,2282.51,No,35.11553846153846,-0.5355384615384651,2,Loyal,Low,2,0,0,0
Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer,86.9,487.54,No,81.25666666666667,5.643333333333331,4,New,High,1,0,0,0
Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,69.97,2646.4,No,69.6421052631579,0.32789473684209725,5,Established,Medium,0,0,0,0
Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1128.32,No,30.495135135135133,-3.595135135135134,1,Established,Low,1,1,0,0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,107.47,623.19,Yes,124.638,-17.168000000000006,6,New,Very High,2,0,0,1
Female,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,50.01,3125.46,No,51.23704918032787,-1.2270491803278745,2,Loyal,Medium,0,0,1,0
Male,1,Yes,Yes,37,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,59.09,2111.5,No,57.067567567567565,2.0224324324324385,4,Established,Medium,1,0,1,0
Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,50.97,549.35,No,54.935,-3.9650000000000034,3,New,Medium,2,0,0,1
Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,84.91,914.43,No,91.443,-6.533000000000001,3,New,High,0,0,0,0
Female,1,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,87.65,4539.38,No,89.00745098039216,-1.3574509803921586,3,Loyal,High,1,1,1,0
Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,46.19,1966.81,No,43.70688888888889,2.483111111111107,2,Established,Medium,0,1,0,0
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,84.32,2556.85,No,85.22833333333332,-0.9083333333333314,7,Established,High,0,1,1,1
Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,81.99,2486.2,No,82.87333333333332,-0.8833333333333258,3,Established,High,2,0,0,1
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card,88.93,356.37,No,118.79,-29.86,4,New,High,1,0,0,1
Male,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,38.4,94.09,No,31.363333333333333,7.036666666666665,1,New,Low,2,0,1,0
Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,71.89,2711.42,No,69.52358974358974,2.366410256410262,5,Established,High,0,0,0,0
Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.14,818.9,No,30.32962962962963,2.8103703703703715,1,Established,Low,0,0,0,0
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.5,665.56,No,35.02947368421052,-1.5294736842105223,1,Developing,Low,0,0,0,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,93.95,2723.56,No,97.27,-3.319999999999993,5,Established,High,1,0,1,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,73.36,3198.55,No,72.69431818181819,0.6656818181818096,1,Established,High,1,0,0,0
Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,419.42,No,19.064545454545456,-1.0645454545454562,0,Developing,Low,2,0,0,0
Female,1,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.31,1716.16,No,66.00615384615385,6.303846153846152,5,Established,High,2,0,0,1
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.37,467.32,No,22.253333333333334,8.116666666666667,1,Developing,Low,2,0,0,0
Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,70.59,3426.41,No,71.38354166666666,-0.7935416666666555,2,Established,High,0,0,1,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,75.26,337.7,No,84.425,-9.164999999999992,2,New,High,1,1,0,0
Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,84.79,5738.13,No,85.64373134328359,-0.8537313432835845,4,Loyal,High,1,0,0,1
Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,51.7,1900.77,No,47.51925,4.180750000000003,3,Established,Medium,2,0,0,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,77.37,1509.04,No,83.83555555555556,-6.465555555555554,2,Developing,High,1,1,0,0
Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,77.47,4216.02,No,76.6549090909091,0.8150909090908982,1,Loyal,High,2,0,0,0
Female,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,59.43,3992.77,No,58.71720588235294,0.7127941176470571,4,Loyal,Medium,0,0,1,0
Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,79.23,449.52,No,89.904,-10.673999999999992,3,New,High,0,0,0,0
Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.62,450.86,Yes,30.057333333333336,-0.4373333333333349,2,Developing,Low,2,1,0,0
Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.84,364.67,Yes,33.151818181818186,-12.311818181818186,0,New,Low,1,1,0,0
Male,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.38,521.85,Yes,86.97500000000001,-9.595000000000013,3,New,High,2,1,0,1
Female,0,No,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.37,3221.35,No,59.654629629629625,-2.2846296296296273,3,Loyal,Medium,2,0,0,0
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,90.91,1239.38,No,88.52714285714286,2.3828571428571337,4,Developing,High,1,0,0,0
Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,61.12,1809.48,No,64.62428571428572,-3.5042857142857216,3,Established,Medium,1,0,0,0
Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.47,1443.05,No,24.458474576271186,3.0115254237288127,1,Loyal,Low,2,1,0,0
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,88.23,3963.61,No,88.08022222222222,0.14977777777778556,5,Established,High,2,0,1,0
Female,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,1006.24,Yes,20.535510204081632,2.1944897959183685,0,Loyal,Low,2,0,0,0
