Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card,57.83,4092.16,0
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.84,1247.5,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,87.52,4193.45,0
Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,82.48,1553.39,0
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,86.45,2029.29,0
Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,66.7,1069.67,0
Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,70.28,659.69,0
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.83,283.87,0
Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.58,2282.51,0
Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer,86.9,487.54,0
Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,69.97,2646.4,0
Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1128.32,0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,107.47,623.19,1
Female,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,50.01,3125.46,0
Male,1,Yes,Yes,37,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,59.09,2111.5,0
Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,50.97,549.35,0
Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,84.91,914.43,0
Female,1,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,87.65,4539.38,0
Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,46.19,1966.81,0
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,84.32,2556.85,0
Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,81.99,2486.2,0
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card,88.93,356.37,0
Male,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,38.4,94.09,0
Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,71.89,2711.42,0
Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.14,818.9,0
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.5,665.56,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,93.95,2723.56,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,73.36,3198.55,0
Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,419.42,0
Female,1,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.31,1716.16,0
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.37,467.32,0
Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,70.59,3426.41,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,75.26,337.7,0
Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,84.79,5738.13,0
Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,51.7,1900.77,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,77.37,1509.04,0
Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,77.47,4216.02,0
Female,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,59.43,3992.77,0
Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,79.23,449.52,0
Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.62,450.86,1
Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.84,364.67,1
Male,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.38,521.85,1
Female,0,No,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.37,3221.35,0
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,90.91,1239.38,0
Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,61.12,1809.48,0
Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.47,1443.05,0
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,88.23,3963.61,0
Female,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,1006.24,1
Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,63.51,518.6,1
Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.28,2834.35,0
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.42,289.09,0
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,70.85,3704.7,0
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.93,972.36,0
Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,75.67,2233.62,1
Male,1,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.56,3161.67,0
Female,0,No,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,62.82,4031.91,0
Male,1,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,56.89,436.92,0
Female,0,Yes,Yes,69,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.14,4671.99,0
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.87,1339.94,0
Male,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,53.33,2985.88,0
Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,60.1,3656.14,0
Female,1,No,No,41,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.37,2663.51,0
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,91.82,5878.07,0
Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.62,2050.42,0
Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.33,2917.29,0
Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,87.31,1287.23,0
Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.48,1059.22,1
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,95.14,6200.14,0
Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,77.57,1155.09,1
Male,1,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,86.98,6182.35,0
Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.07,650.13,0
Female,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,51.03,2462.03,0
Female,1,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.13,3779.58,0
Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.14,1144.95,1
Female,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,52.04,1972.92,0
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.08,869.45,1
Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.55,677.59,0
Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.98,1550.76,0
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.76,286.88,0
Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,79.67,4978.06,0
Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,84.56,4193.48,0
Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.76,1332.92,0
Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,56.31,1168.55,0
Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.2,3778.21,0
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.02,1528.76,0
Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.47,3615.59,1
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,96.09,308.5,0
Male,0,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.02,1287.65,0
Male,1,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,55.9,2793.81,0
Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.82,453.11,0
Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,90.66,4377.08,0
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.4,328.11,0
Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,60.33,1902.83,1
Female,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.46,3407.94,0
Male,1,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,80.61,5340.65,0
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.23,2042.73,0
Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.32,124.21,0
Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,62.84,2030.75,0
Female,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card,53.56,3647.6,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.98,5167.91,0
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,104.01,416.03,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,80.15,392.32,0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.78,4695.18,0
Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,74.07,3830.41,0
Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,64.57,2669.56,0
Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,91.32,687.57,0
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,69.32,1416.89,1
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,88.1,5406.81,0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.6,680.93,0
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.3,525.93,1
Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.17,1133.49,0
Male,1,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,90.56,4921.49,1
Female,0,No,Yes,60,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.74,3417.26,0
Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,54.12,2337.59,0
Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,87.6,3058.42,0
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,76.39,2279.64,0
Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,63.23,470.92,0
Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,58.5,1270.31,1
Male,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,22.89,276.71,0
Male,1,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,69.1,253.0,1
Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.81,4733.98,0
Female,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,19.66,522.3,0
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,68.46,2574.6,0
Male,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.25,896.72,1
Male,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.16,1384.28,0
Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,84.65,828.29,1
Female,0,No,No,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,64.0,3070.32,0
Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,79.61,4353.17,0
Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,73.44,1498.81,0
Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer,94.13,1514.04,0
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.99,1442.62,0
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.64,1472.15,1
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.87,544.46,0
Male,0,No,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,80.84,2099.79,1
Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.89,2178.65,0
Male,0,Yes,Yes,34,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card,61.59,2279.15,0
Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,53.93,969.0,0
Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.85,1030.4,0
Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,26.48,655.24,0
Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,94.98,4649.36,0
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,71.12,2304.91,0
Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,65.17,2648.49,1
Male,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,59.21,1868.39,0
Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.4,1611.05,1
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,79.83,2769.82,0
Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,70.4,1976.92,0
Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card,65.11,4556.39,0
Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,40.36,681.25,1
Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.33,5193.74,0
Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.08,1402.73,0
Male,0,No,No,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,62.81,2382.95,0
Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.77,2001.25,0
Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,90.13,3138.07,0
Female,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.68,3884.59,0
Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.41,1231.37,0
Male,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.26,1243.67,0
Female,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.58,3275.14,0
Male,0,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,87.99,3975.07,0
Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.66,1022.53,0
Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,51.43,1987.26,0
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,1263.42,1
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.88,5365.79,0
Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,63.47,1714.93,0
Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,87.53,2583.59,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,94.98,5841.05,0
Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,103.05,3177.18,0
Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,33.84,484.33,1
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,82.55,5284.38,0
Female,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,77.06,3510.98,0
Male,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.43,726.65,0
